,assists,GameID,GameMode,baronKills,bountyLevel,champExperience,champLevel,championName,damageDealtToObjectives,damageSelfMitigated,deaths,dragonKills,firstBloodAssist,firstBloodKill,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,kills,lane,largestCriticalStrike,largestKillingSpree,longestTimeSpentLiving,magicDamageDealtToChampions,magicDamageTaken,nexusLost,objectivesStolen,physicalDamageDealtToChampions,physicalDamageTaken,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,13,4035099114,CLASSIC,0,0,12949,14,Leblanc,1738,11550,4,0,False,True,False,11830,11365,MIDDLE,0,0,1058,3157,1058,1082,3020,6655,3340,13,MIDDLE,0,7,649,18489,11150,0,0,1958,8515,73,139,45,28,4,4,6,14,BMeumZ4fFzgdWzByXGNUQDYm2dPBaHI4EOv-ElC2gW-mLhdx,False,100,22,1620,21368,0,20661,5440,0,101,36,141,920,994,2,1,16,1,1,9,True
0,10,4035099114,CLASSIC,0,10,13218,15,MissFortune,25716,6661,2,0,False,False,False,12978,10950,BOTTOM,0,0,1018,6672,3006,6676,1037,1038,3340,11,BOTTOM,1567,10,988,2155,5170,0,0,19263,8436,63,26,43,7,3,4,5,7,_tQeQbTFYOdu3rvMSQC1HoOUgoGPER3QGqlbKn9qIagUW6M,False,100,11,1620,23675,0,13740,3589,1012,166,222,31,2256,134,6,1,19,1,2,10,True
0,16,4035099114,CLASSIC,0,4,10053,13,Seraphine,5113,4206,1,0,False,False,False,8624,7800,UTILITY,1,0,3853,3504,0,3158,6616,1026,3364,4,BOTTOM,0,4,275,5119,3597,0,0,1103,2109,48,30,41,4,3,4,3,14,WivayGNnRx9VoxkeVNVmL9hZLM16uRdN1hvKa98qtsU33sM,False,100,13,1620,6624,4214,5795,5862,5024,25,107,10,402,88,5,1,39,8,3,16,True
0,0,4035099114,CLASSIC,0,0,12423,14,Singed,1226,26420,7,0,False,False,False,9696,9910,TOP,0,2,1082,4637,3068,3047,3066,1031,3340,2,TOP,0,0,413,7719,3083,1,0,468,19167,165,14,35,8,5,6,2,12,73QUw9zhrp4F8hC3RgxbYH49wKZvWtkPgUT5trV4Ncfd9TjTijAprPgSdA,False,200,22,1620,8232,0,24085,1472,0,209,126,207,44,1834,0,9,13,0,1,7,False
0,3,4035099114,CLASSIC,0,0,10162,13,Amumu,14744,34464,9,1,False,False,False,8018,7635,JUNGLE,0,2,3111,2031,3068,3001,0,0,3364,1,JUNGLE,0,0,372,7039,10310,1,0,903,15456,71,109,133,8,17,11,4,4,eFqMkyV7onX_lFXZM9yTMVwWZvyK89pMc_2JkszlxOFZzW4pgvP-d5ir5g,False,200,26,1620,8586,0,28034,6387,0,54,227,286,643,2267,0,9,16,1,1,7,False
0,3,4035099114,CLASSIC,0,0,8759,12,Malzahar,3248,6182,12,0,False,False,False,7987,7300,MIDDLE,0,2,1056,6653,3158,3116,0,0,3340,3,MIDDLE,0,0,193,10791,10443,1,0,696,4732,46,14,50,9,4,14,4,4,-7ba3te6NHWi776VV3-YvgBxI1ar6X05Anvb8-pNduWcKGM,False,200,30,1620,12172,0,16222,273,0,98,171,316,684,1046,1,9,9,0,0,6,False
0,3,4035099114,CLASSIC,0,0,9434,12,Ezreal,1104,6393,4,0,False,False,False,8099,7700,BOTTOM,0,2,1055,6632,3042,3158,0,0,3340,2,BOTTOM,0,0,630,6438,7063,1,0,11086,9644,231,35,26,11,5,7,4,4,jYuFEVN0ajOKUW4KcwL91xKnOXF7PZ_8AWIBnsxTMo2lYwQ,False,200,3,1620,18007,0,17188,4725,705,148,34,91,483,480,0,9,12,0,0,8,False
0,2,4035099114,CLASSIC,0,0,7993,11,Karma,1029,8765,9,0,False,False,False,6065,4050,UTILITY,0,2,2065,3853,3158,0,0,0,3340,2,BOTTOM,0,0,436,3262,7437,1,0,838,9562,63,17,56,26,3,4,3,14,4jht53kG32gQ_8XKSDpwiTvrHQQNZ9YXgqNyaIgq-7vCOiY,False,200,17,1620,4402,1271,17556,699,0,24,186,217,301,556,0,9,23,0,6,10,False
0,2,4035099129,CLASSIC,0,0,11658,14,Tryndamere,5964,19163,2,0,False,False,True,7937,6625,TOP,0,3,6673,2031,1043,3006,1053,0,3340,0,TOP,398,0,1202,0,1574,0,0,7075,19754,34,31,108,3,5,7,3,4,wZUV1tY3U7OByWnNxwiKHxm5RjaJuxKZOos3VHatWaDiAlpx-sBQp07PqQ,False,100,8,1547,7075,0,22706,8012,0,157,53,52,0,1377,1,10,23,1,0,8,False
0,2,4035099129,CLASSIC,0,0,4931,8,Khazix,13070,7412,6,1,False,True,True,6338,4850,JUNGLE,0,3,3158,2031,3179,3134,0,0,3364,2,JUNGLE,0,2,415,257,1695,0,0,4430,13835,87,43,27,5,11,11,1,4,FLgVLmhevUGDlKEo4KlOVLDiNlDonbMo903u2reJ0wSa_Zxv57DtjOcp5g,False,100,3,1547,4959,0,16683,7091,0,2,107,128,272,1153,0,10,8,0,2,1,False
0,1,4035099129,CLASSIC,0,1,12910,14,Ryze,2081,4837,3,0,False,False,True,9327,7525,MIDDLE,0,3,6656,2031,3020,3003,0,0,3340,3,MIDDLE,0,0,988,6345,7907,0,0,429,5139,98,18,111,2,2,4,1,12,-bQiKHKQZayeTE1xiruRNCtYbvHzcuRHDFzMBJ9S3KxL21og,False,100,12,1547,6774,0,13679,2267,0,189,24,118,0,631,0,10,12,1,1,8,False
0,6,4035099129,CLASSIC,0,0,10712,13,Akshan,1039,9691,8,0,True,False,True,9961,9775,BOTTOM,0,3,1055,3006,6672,6676,1037,1018,3340,7,BOTTOM,428,2,593,1621,3019,0,0,15407,16269,59,8,91,2,3,4,5,7,GwFc2i-URdKRpjzcvzOGkcSDs5BzoWhmt80sfvsiet80c-QG,False,100,3,1547,19154,0,21671,5454,509,114,54,233,2124,2382,0,10,18,4,6,12,False
0,4,4035099129,CLASSIC,0,0,8658,12,Lux,784,3003,6,0,False,False,True,6739,6525,UTILITY,0,3,3853,6653,3020,3916,1028,1026,3340,4,BOTTOM,0,2,385,9802,4728,0,0,475,5614,41,10,91,5,2,14,4,4,hjXjRlydT47v4kPjZDy4_mZZ8ZYRhfgyjQbg1E68Fz0CVHhQ,False,100,32,1547,10598,201,11244,827,0,30,204,115,320,901,0,10,10,1,0,8,False
0,3,4035099129,CLASSIC,0,0,13917,15,Garen,15170,28265,2,0,False,False,True,11108,9200,TOP,2,0,1055,3047,6631,3075,3066,1031,3340,5,TOP,18,5,1103,1337,3784,0,0,11907,17746,68,22,62,6,4,4,1,12,sFZduwI8tjHs0PEnUgMq8fYWyMiS-mWazLx0TkrmOkmv4Ri_K3jTchWkSw,False,200,38,1547,15350,0,22205,1367,0,175,127,83,2104,674,7,1,12,0,0,6,True
0,5,4035099129,CLASSIC,0,1,10662,13,MasterYi,28614,8558,6,3,False,False,True,11185,9700,JUNGLE,1,0,6691,1031,3006,6676,3133,0,3364,10,JUNGLE,471,5,362,0,3420,0,0,11411,13427,59,6,37,10,13,11,3,4,4h2lZQblQ8yyfVcpAe0Ng0k36U0U7MJdzCHgXc6opoJ_JoS5v60R-7KXxQ,False,200,2,1547,13862,0,17453,5337,0,38,70,120,2450,604,5,1,12,0,6,0,True
0,2,4035099129,CLASSIC,0,1,11491,14,Malzahar,2490,5767,2,0,False,False,True,7781,5875,MIDDLE,0,0,1056,2003,6653,3020,2055,1011,3340,2,MIDDLE,0,0,706,14972,3526,0,0,206,3640,80,57,50,6,2,14,3,4,Pf31MkQBTwZ8GfxBLmfrnpZsLUBzRDqw6_YcbWgxzUQ6_78,False,200,57,1547,15573,0,7482,0,0,130,281,70,394,316,3,1,9,1,0,6,True
0,4,4035099129,CLASSIC,0,1,9098,12,MissFortune,13005,4963,2,0,False,False,True,8722,7350,BOTTOM,0,0,1053,6676,1038,1018,1055,3009,3340,2,BOTTOM,521,0,1285,1398,2977,0,0,7696,9475,68,93,35,10,4,4,4,12,CMfUAt7yfjqwdVSkr_qeHrRPXy4UpXGUNn2KiXThrZBVZ4Q,False,200,6,1547,9105,0,13294,1450,0,116,174,43,10,841,3,1,13,0,0,8,True
0,5,4035099129,CLASSIC,0,1,7030,10,Pyke,3809,6136,4,0,False,False,True,8085,6600,UTILITY,0,0,3857,3179,3117,2055,3134,3133,3364,5,BOTTOM,0,3,719,0,5139,0,0,7134,6139,44,23,34,5,4,4,7,14,AAfbk414Lkcwkii6jRyMaPe1el0dJ_DWo2jYSkt98XX7f0gYMOELhIM01w,False,200,18,1547,8620,0,11558,1874,0,39,103,92,1485,279,2,1,60,4,9,29,True
0,5,4035099132,CLASSIC,0,0,11382,13,MonkeyKing,3169,19372,7,0,False,False,False,9669,8950,TOP,0,1,1055,2031,6632,3111,3071,3044,3340,8,TOP,0,5,938,3869,12352,1,0,15996,16005,53,15,46,11,5,14,3,4,xCMWTuWnzRPMYfqDmTal58V3LAWiPCT3cY9S0483XeiVlTo,False,100,11,1530,20534,0,31699,5992,0,117,18,238,668,3341,1,8,8,0,2,4,False
0,3,4035099132,CLASSIC,0,0,9048,12,Kayn,17380,12396,10,1,False,False,False,7848,6875,JUNGLE,0,1,6693,2031,3111,3070,3133,1036,3364,4,JUNGLE,0,2,240,646,6125,1,0,8644,16515,95,49,45,12,12,11,4,4,CRgg9oJACK5MT0LdC1SSPzA6suRcTVFlCI6G3DDfv7-WL4bQ,False,100,4,1530,9392,0,23949,6169,0,13,172,263,102,1307,0,8,13,3,0,4,False
0,7,4035099132,CLASSIC,0,0,10048,13,Zilean,2857,5519,9,0,False,False,False,7174,6785,MIDDLE,0,1,3070,3158,6655,3108,3067,1052,3340,2,MIDDLE,0,0,307,8017,8677,1,0,460,5606,289,132,63,7,3,12,4,4,leDRxB9Lvs7RNIT6y-DZoWXwYICcO-6XTwAtdIBwIvGgQRE,False,100,19,1530,8478,633,15443,5468,4770,111,255,296,0,1158,1,8,7,0,1,5,False
0,3,4035099132,CLASSIC,0,0,8370,11,Tristana,940,4835,8,0,False,False,False,6359,6050,BOTTOM,0,1,1055,6672,3006,3086,0,0,3363,0,BOTTOM,297,0,417,1049,1530,1,0,6833,12840,29,20,23,5,4,7,4,4,6Zr5Hcs4pGQhUdGx1tcKmzAyH6ebBoUo4YFsdzyE6z0z8ck-gtc94JQI8Q,False,100,4,1530,8269,0,15627,2739,139,110,14,161,387,1256,0,8,8,0,1,5,False
0,4,4035099132,CLASSIC,0,0,7822,11,Ashe,736,5441,10,0,False,False,False,6954,5800,UTILITY,0,1,2055,3070,3158,3864,3133,4005,3364,3,BOTTOM,131,0,341,4432,4291,1,0,8898,9697,3,81,15,9,5,21,4,4,P_JSgrUkw7A5zBjUQGDAD1THIWXYLypYg2Gww6tM-uw6KYE,False,100,42,1530,13802,0,15579,0,0,32,403,194,471,1589,0,8,39,4,5,18,False
0,11,4035099132,CLASSIC,0,2,12225,14,Ornn,8054,15251,3,0,False,False,False,8471,7560,TOP,0,0,1054,3075,7004,0,3047,0,3340,2,TOP,2,2,218,5182,2888,0,0,4164,12271,80,59,30,13,4,4,4,12,zOZ6eAH8BT1OF4yNhORvjPl8Ay98Rz3Rm3-lOCcFVio1X-4,False,200,22,1530,9346,0,15433,566,0,120,401,55,0,273,3,2,16,2,0,10,True
0,18,4035099132,CLASSIC,0,1,12849,14,Morgana,15279,11606,4,3,False,False,False,10763,9525,JUNGLE,0,0,4637,2420,6653,3191,2055,3158,3364,6,JUNGLE,0,3,478,11460,6499,0,0,972,16656,77,120,15,6,15,11,4,4,8OTNNbhv_oDrdG53nZBe2fH5A4coExgx-SMdd7M0-bQrUf0,False,200,30,1530,13563,232,23267,13202,0,5,286,118,1130,110,2,2,21,3,1,2,True
0,8,4035099132,CLASSIC,0,3,12805,14,TwistedFate,9729,4849,5,0,False,False,False,12437,11400,MIDDLE,0,0,3020,1056,3089,6656,3100,0,3340,9,MIDDLE,0,3,427,14777,4433,0,0,683,8362,92,176,0,6,4,4,3,12,yhDSXvV874W6-EMes2yVNW49quh7F4kfw3grVvhZ16k5yMo,False,200,23,1530,16112,0,13042,347,0,160,222,139,651,246,5,2,17,0,3,8,True
0,17,4035099132,CLASSIC,0,1,11055,13,Vayne,16367,9596,5,0,False,True,False,13262,12150,BOTTOM,1,0,3006,6673,3046,3153,1038,0,3340,9,BOTTOM,518,3,404,141,2887,0,0,20412,14969,78,0,14,7,4,4,4,7,K7sYI3o0japfpRwu8XJfHNjsR8xaZkveIS6nBb7p499eDBY,False,200,15,1530,23597,0,18293,3002,150,132,71,143,3044,437,6,2,12,0,2,6,True
0,9,4035099132,CLASSIC,0,18,10951,13,Pyke,3481,12049,0,0,True,False,False,15200,13500,UTILITY,0,0,3855,3142,3026,3179,7002,3117,3364,18,BOTTOM,0,18,0,325,4232,0,0,17486,11783,58,46,32,20,2,4,7,14,Iu21aaLktVGNwC0kDwgMaXvho04l8VIjV4QEMMmA42M5Bg4,False,200,27,1530,21638,0,16576,5992,0,34,135,0,3827,560,2,2,56,4,8,23,True
0,8,4035099133,CLASSIC,0,0,14630,15,Garen,10138,24581,4,0,False,False,False,13904,13800,TOP,1,0,1054,3047,6631,3071,3742,4401,3340,13,TOP,0,7,497,0,4580,0,0,21461,12795,92,25,64,9,2,4,5,14,eMhD6RrsngaU2keYrya-NC0IS-OGET-GR9gn1KaGacC1ibY,False,100,42,1473,26409,0,21179,2839,0,140,170,98,4947,3803,8,0,5,0,0,3,True
0,6,4035099133,CLASSIC,0,6,13256,15,Udyr,38897,22141,2,2,False,False,False,13213,9875,JUNGLE,1,0,3076,3047,6664,3066,3742,1057,3364,11,JUNGLE,0,6,941,3458,4438,0,0,4534,12138,83,43,119,115,4,6,13,11,cPDbPhJFPAe8DH9vXAHPEL3C75qiid85kKbqMT7toZE6,False,100,18,1473,8785,0,17237,7914,0,37,272,41,792,659,6,0,21,1,3,3,True
0,6,4035099133,CLASSIC,0,0,10448,13,Orianna,3275,8532,11,0,False,False,False,7403,7085,MIDDLE,1,0,2055,2421,6653,3158,1056,3191,3340,1,MIDDLE,0,0,185,9629,5117,0,0,941,11785,113,84,30,8,4,4,4,12,VM3NF9yw-GiYhrBp2VA-mdxBIxzmU5ZXPl00IOBtAexsXyg,False,100,14,1473,10570,627,17648,0,0,116,318,242,0,745,1,0,17,5,1,9,True
0,9,4035099133,CLASSIC,0,0,8761,12,Ezreal,4547,4681,6,0,False,False,False,9179,8850,BOTTOM,0,0,1055,1083,3042,3057,3158,6691,3340,4,BOTTOM,0,0,735,5201,6468,0,0,12442,6439,162,39,18,10,4,7,2,4,XcNmCZpYgk6DYpn0VFO6GthInCH6Zd3HBCtool7pWi9xciw,False,100,0,1473,17930,0,13453,3080,494,123,0,198,286,545,2,0,9,0,3,3,True
0,10,4035099133,CLASSIC,0,0,10451,13,Teemo,5352,2820,4,0,False,False,False,8997,8975,UTILITY,1,0,6653,4637,0,3020,3916,3853,3364,5,BOTTOM,0,2,506,17515,6375,0,0,1679,3733,50,29,0,36,3,4,4,14,6IQ3OLVUOsrcGohEL9kCPg0NJnGazeHOv5LPEJrkT8qqGZA,False,100,42,1473,20315,0,10919,1526,0,37,284,129,1120,809,4,0,27,3,3,7,True
0,0,4035099133,CLASSIC,0,0,10396,13,Darius,3102,16288,10,0,False,True,False,8591,9010,TOP,0,4,1054,6631,3071,3047,0,0,3340,5,TOP,0,2,278,150,6158,1,0,9090,17170,51,38,24,8,6,6,5,4,2HlJLsey2i-lQJBChtpK0j-jkft1v2Abk6rzyj0gr_5cx0vJ,False,200,20,1473,10238,0,25365,1970,0,137,144,277,997,2036,0,11,7,0,1,4,False
0,8,4035099133,CLASSIC,0,0,9469,12,LeeSin,10145,19063,8,2,True,False,False,7144,7100,JUNGLE,0,4,6630,3067,2055,3111,3133,0,3340,5,JUNGLE,0,2,493,1463,7933,1,0,9866,19244,141,147,62,8,14,11,3,4,9Fnwj74RY95gZ-Ks8QR7pEQQYgLKd3BZH4w9qwjZ69awxWQ,False,200,14,1473,11675,286,29004,7372,0,22,252,219,345,1826,0,11,11,4,0,9,False
0,4,4035099133,CLASSIC,0,0,11976,14,Zoe,1497,10294,7,0,False,False,False,11048,10725,MIDDLE,0,4,2033,6655,3020,3165,4628,0,3363,14,MIDDLE,0,5,377,19758,9572,1,0,3163,12692,181,33,32,27,6,14,3,4,R3VA6x9_SDY1xaCU1s9RN3gfiTUsvRQpUTCJBcUa7MRJPgKi,False,200,22,1473,25782,0,24692,6850,35,138,96,249,2860,2426,0,11,11,1,1,6,False
0,2,4035099133,CLASSIC,0,1,10195,13,Draven,0,10160,6,0,False,False,False,8466,7250,BOTTOM,0,4,3133,2031,6673,3006,0,3057,3340,1,BOTTOM,541,0,515,291,8186,1,0,6264,12930,52,52,10,6,4,7,3,4,vHnJ0-XRAIqQrTg89sLQtiWbgHCiLVhhan8SYcXqQQuDN5Q,False,200,4,1473,6555,0,21786,2859,170,163,53,127,0,670,0,11,4,4,1,4,False
0,9,4035099133,CLASSIC,0,0,8895,12,Nami,1107,4435,3,0,False,False,False,5941,4750,UTILITY,0,4,3158,2065,3853,3114,0,0,3364,2,BOTTOM,0,0,700,5026,4554,1,0,525,5388,19,64,32,7,3,14,2,4,XCYEKrDMKKJpoHXt9DC9gq_yNpGMykpQgqcKwiI1CpsvOTI,False,200,13,1473,5913,1768,10131,8818,5668,0,94,82,362,189,0,11,19,0,0,9,False
0,3,4035099162,CLASSIC,0,0,8121,11,MonkeyKing,1944,9480,6,0,False,False,True,7124,5350,TOP,0,0,1054,6632,3111,0,1028,1029,3340,1,TOP,0,0,312,927,6319,0,0,7104,9368,51,18,39,10,3,4,2,12,7Bi0A_60UTltOzb58bIuB4HkCUmv_SsZryUip122uZ-j4QI,False,100,8,1299,8031,0,16182,1601,0,119,24,102,0,495,1,3,11,0,2,6,False
0,8,4035099162,CLASSIC,0,0,9496,12,Orianna,2885,7057,9,0,False,False,True,8159,8150,MIDDLE,0,0,3040,6655,0,0,3020,0,3340,3,MIDDLE,0,0,289,13230,8053,0,0,900,6215,127,70,46,7,3,12,3,4,_KW6BniOeRFn_0Kj6OSV44i1TnMQn0Cu7vp7qNubowwQ9_k,False,100,23,1299,14190,727,14366,131,0,112,290,207,60,98,0,3,26,6,3,13,False
0,5,4035099162,CLASSIC,0,0,10098,13,Graves,15953,10917,7,0,False,True,True,10473,9700,JUNGLE,0,0,3142,3155,6671,3111,1036,0,3364,6,JUNGLE,290,2,281,915,7362,0,0,9094,10578,77,22,51,7,5,14,11,11,qmpSIyIm-8gjpMMDX9p0IuNtH7vvZFG3G6P9920zMjHCJcf0-oTV9SXbWw,False,100,16,1299,11970,0,18146,5929,0,49,333,163,1961,205,1,3,19,2,2,3,False
0,4,4035099162,CLASSIC,0,0,8043,11,Quinn,0,8759,11,0,False,False,True,11900,10950,BOTTOM,0,0,6691,1057,6676,1053,1038,3006,3363,17,BOTTOM,615,4,264,0,10744,0,0,21874,7429,36,14,18,11,3,4,4,7,NtvDwAVxxj6hhA6qsKvC6VHKmuxXfdq_9aP35TokXwMCrfc,False,100,23,1299,22028,0,18598,2543,600,96,97,261,154,424,0,3,14,0,1,7,False
0,11,4035099162,CLASSIC,0,0,7007,10,Thresh,0,10302,7,0,False,False,True,5611,5400,UTILITY,0,0,3190,3855,2031,3024,1028,3158,3364,0,BOTTOM,0,0,577,3771,8502,0,0,872,6422,29,15,22,4,5,14,4,4,dxkD3Tc2J0okf0BhBlyIllFIzorxHpqIQmWHOfSh7glle-o,False,100,26,1299,5129,2013,15181,894,0,39,85,156,486,256,0,3,24,0,4,10,False
0,6,4035099162,CLASSIC,0,3,11941,14,Jayce,4810,7999,3,0,False,False,True,10469,8950,TOP,0,0,3133,3070,6695,6692,3158,1036,3340,11,TOP,0,6,789,1813,2745,0,0,15117,8041,83,53,48,95,3,12,3,4,CblbrvFP7fXl10RwGLVbxQSILEDDsVx2xGgMz7sfl0gRpsCz-S2VnLYkdQ,False,200,8,1299,17063,0,10965,1518,0,141,151,104,132,178,1,2,12,0,2,7,True
0,12,4035099162,CLASSIC,1,3,11426,13,LeeSin,13668,20603,7,3,False,False,True,11208,8725,JUNGLE,0,0,3047,6630,3053,2031,3067,0,3340,12,JUNGLE,0,4,248,3309,7075,0,1,12203,20586,130,93,87,6,16,11,4,4,5VME9RPPbLfw7sTXon54NYUxtulNIKvYv2Xu5uhEL4A2EGfy,False,200,22,1299,16370,347,29169,9630,0,14,316,140,858,1507,0,2,20,3,1,10,True
0,8,4035099162,CLASSIC,0,3,10614,13,Ryze,6587,5707,5,0,False,False,True,8596,7450,MIDDLE,0,0,3070,2033,3158,3191,6656,1058,3363,6,MIDDLE,0,3,320,10380,6348,0,0,798,8939,158,48,155,3,3,12,2,4,tfvwlsoj4bfAGX_PCZNYHtcZ6bghSCIZRTV69HhCAXx8,False,200,23,1299,11178,0,15848,1934,0,127,69,132,0,560,0,2,10,2,1,9,True
0,14,4035099162,CLASSIC,0,5,11265,13,Karthus,7060,5811,6,0,False,False,True,11413,9150,BOTTOM,0,0,1056,6653,3157,3020,4630,1082,3363,10,BOTTOM,0,5,226,19043,1570,0,0,293,8833,287,21,55,4,3,4,5,3,xceguggrhEPWDWBSBVZWgWgKLSycqq7LWqa4PYSW5DO0LoQ,False,200,23,1299,19826,0,10710,463,0,116,168,114,490,306,0,2,11,0,1,5,True
0,19,4035099162,CLASSIC,0,0,7780,11,Sona,2698,8224,6,0,False,False,True,7132,6375,UTILITY,0,0,3853,4642,6617,3047,3916,0,3364,1,BOTTOM,0,0,320,5623,3619,0,0,2243,8534,61,47,49,6,3,4,4,3,vD8vDLrkwNK3Phwl29GHV_JsEMgmH01Jy4wDWqEejZLCqrxX,False,200,9,1299,7867,3321,12263,8991,5377,8,20,123,0,110,1,2,50,5,4,22,True
0,8,4035099172,CLASSIC,0,0,11736,14,Nasus,6280,23548,9,0,False,False,False,9227,10310,TOP,0,0,3065,1033,6632,3051,1036,1001,3340,3,TOP,0,0,267,4574,15015,0,0,4036,16272,87,18,38,6,4,4,4,14,vTkHuhQmY-uJFHTwCP7c46e3yPvK37QdDQoEZM8QTcRylj4,False,100,14,1713,9360,0,32498,956,0,84,86,271,750,1210,1,2,9,0,0,5,True
0,5,4035099172,CLASSIC,1,1,12162,14,MasterYi,29166,18582,8,0,False,False,False,10551,8675,JUNGLE,0,0,6692,2055,1033,3047,3153,0,3364,5,JUNGLE,0,0,447,0,7686,0,0,7580,19131,60,4,50,10,15,11,4,4,iefUgv3EDcvecmFurZJqn2pjEyiNzuBm5yXTCCpyZWY3fes,False,100,4,1713,9033,0,26997,7598,0,33,121,200,1452,179,3,2,22,3,0,9,True
0,3,4035099172,CLASSIC,0,5,17439,17,Ekko,15013,15317,2,2,False,False,False,17169,15000,MIDDLE,1,0,3157,3152,3041,3020,3115,3100,3340,24,MIDDLE,0,17,1305,38662,10271,0,0,4096,14883,98,17,65,10,4,4,6,14,RQKawRQc9PU5czjMu7LQRl-qkLDc_VRSiOlIAu7wdi0Y1O2pPv7aYhiE_A,False,100,23,1713,43592,0,28217,10261,0,184,348,93,834,3061,5,2,11,0,0,7,True
0,5,4035099172,CLASSIC,0,5,12504,14,Caitlyn,15988,5935,2,0,False,False,False,11072,8300,BOTTOM,1,0,1055,6672,3006,3095,1042,1042,3340,7,MIDDLE,694,5,808,715,7486,0,0,16300,7723,44,34,11,6,4,7,2,4,TV4MyRFpHnvhzH2zotxZyua_kKwmLRNeE-1ySN4Vi_hzlxY,False,100,11,1713,17624,0,15564,6111,630,130,39,52,607,354,6,2,17,0,1,8,True
0,14,4035099172,CLASSIC,0,0,10590,13,Taric,2971,16994,5,0,False,False,False,8916,8500,UTILITY,1,0,6617,3024,3860,3111,3011,3067,3364,4,BOTTOM,0,2,520,4200,10033,0,0,2041,9770,82,32,34,7,4,3,5,4,dP4iGgs7gk5Hum8SD2o5iMKZufhc7flQ8tJCv9JGaMI54uE,False,100,26,1713,6242,4262,20184,17185,8922,39,54,115,0,381,2,2,43,4,1,19,True
0,7,4035099172,CLASSIC,0,0,12698,14,Teemo,1448,5784,7,0,False,False,False,10100,9700,TOP,0,3,1056,6653,3020,3165,4630,1026,3340,7,TOP,0,2,533,28344,10626,1,0,3086,9143,52,32,0,50,6,14,4,4,-U2NGFF-81_qOBk-3c3uNx9UADJYw15S_FL6xb1L4ynRoTY,False,200,56,1713,32478,0,20688,3680,0,127,446,237,1048,917,1,11,11,0,1,6,False
0,11,4035099172,CLASSIC,0,0,10486,13,LeeSin,1982,13290,8,0,True,False,False,8287,6800,JUNGLE,0,3,3158,6692,3133,3067,1036,0,3340,4,JUNGLE,0,2,521,1031,14217,1,0,7512,10914,103,99,84,3,18,11,3,4,x-UrOTKvRRRbZWlVLxvwPgVG1H7cfH7mhQIyxmna6eSk_eG9,False,200,7,1713,8609,575,25723,5644,0,21,352,229,66,591,0,11,7,0,0,5,False
0,6,4035099172,CLASSIC,0,0,9173,12,Vi,983,10986,13,0,True,False,False,8059,7750,MIDDLE,0,3,3071,6691,3158,0,0,0,3340,5,MIDDLE,0,0,219,0,10948,1,0,12949,8046,56,0,45,10,2,14,5,4,Ew7oB8x8jfnoRavrB0P8dV7_kmrFW3JJImfpsr5YnUjt3M8,False,200,29,1713,13279,0,20298,735,0,80,135,283,330,1304,0,11,14,0,1,9,False
0,5,4035099172,CLASSIC,0,0,8318,11,Jinx,10247,8392,13,1,False,True,False,8374,7900,BOTTOM,0,3,1055,6672,3085,0,3006,0,3340,5,BOTTOM,330,2,430,104,9136,1,0,13734,15784,52,29,15,8,5,7,5,4,SkcUW_O4rUxT1-mclH7TsMSLG51I8YoTsCEqhVmjSMW0GdI,False,200,9,1713,15476,0,25752,4702,630,86,42,336,1637,831,2,11,11,2,0,8,False
0,10,4035099172,CLASSIC,0,0,10269,13,Zyra,5260,3359,2,0,True,False,False,8649,7300,UTILITY,0,3,3853,6653,3165,3020,0,0,3364,4,BOTTOM,0,2,1287,18315,4424,1,0,1463,5587,66,87,60,15,4,4,1,14,epXTBUrW_Eqb4He6ZxBoQzghlO8W7VI3BBdWcO8-Sf4NtofU,False,200,63,1713,19885,0,10011,1089,0,73,296,36,106,0,1,11,28,0,0,17,False
0,3,4035099182,CLASSIC,0,0,10722,13,Vladimir,1725,7628,3,0,False,False,False,7048,7175,TOP,0,2,3152,3165,0,3108,0,2422,3340,1,TOP,0,0,914,11210,1954,1,0,1175,13674,181,13,63,9,3,12,3,4,MllVNyPMLP4qVBgtNisG2pJXSOyP0x6s2SiBEvRksCitLYYEIhKbhvXAPw,False,100,4,1599,12495,0,15737,13362,0,127,70,92,109,108,0,10,18,1,1,9,False
0,4,4035099182,CLASSIC,0,0,9726,12,Amumu,12118,22011,5,0,False,False,False,7802,7435,JUNGLE,0,2,2055,1052,3047,1011,3068,1026,3364,3,JUNGLE,0,2,621,7067,4655,1,0,773,13879,50,92,102,5,4,4,16,11,2sB38lwDII9BkdA6Q0iHWBOEQQmx5DFQCHKUy09uAS5j9fU,False,100,34,1599,9271,0,19283,5642,0,34,155,143,1430,748,0,10,24,6,2,8,False
